"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-14200 MW),(-16200 MW)
16-May-22 20,32696,31287,44805,30605,4707,12000,-683,-2683
23-May-22 21,33278,31905,44740,30540,4772,12000,-1365,-3365
30-May-22 22,34254,32915,46757,32557,2755,12000,-358,-2358
06-Jun-22 23,33715,32201,46022,31822,3490,12000,-379,-2379
13-Jun-22 24,33089,31575,45524,31324,3988,12000,-251,-2251
20-Jun-22 25,33577,32063,45672,31472,3840,12000,-591,-2591
27-Jun-22 26,33025,31511,44766,30566,4746,12000,-945,-2945
04-Jul-22 27,33484,31911,45393,31193,4119,12000,-718,-2718
11-Jul-22 28,33869,32295,46624,32424,2888,12000,128,-1872
18-Jul-22 29,34200,32627,46624,32424,2888,12000,-203,-2203
25-Jul-22 30,33926,32352,45368,31168,4144,12000,-1185,-3185
01-Aug-22 31,33173,31607,45368,31168,4144,12000,-440,-2440
08-Aug-22 32,33039,31474,44795,30595,4717,12000,-879,-2879
15-Aug-22 33,33212,31647,44446,30246,5066,12000,-1402,-3402
22-Aug-22 34,32861,31323,44783,30583,4729,12000,-740,-2740
29-Aug-22 35,32397,30878,44063,29863,5449,12000,-1016,-3016
05-Sep-22 36,32729,30641,43933,28733,5579,13000,-1909,-3909
12-Sep-22 37,32971,30883,44180,28980,5332,13000,-1903,-3903
19-Sep-22 38,32359,30272,43743,28543,5769,13000,-1729,-3729
26-Sep-22 39,32080,29992,43491,28291,6021,13000,-1701,-3701
03-Oct-22 40,32414,30308,43638,28438,5874,13000,-1870,-3870
10-Oct-22 41,31774,29809,42835,27635,6677,13000,-2175,-4175
17-Oct-22 42,32028,30038,43670,28470,5842,13000,-1568,-3568
24-Oct-22 43,31415,29451,42684,27484,6828,13000,-1967,-3967
31-Oct-22 44,31472,29346,42697,27497,6815,13000,-1850,-3850
07-Nov-22 45,31872,29689,42626,27426,6886,13000,-2263,-4263
14-Nov-22 46,31613,29430,42641,27441,6871,13000,-1990,-3990
21-Nov-22 47,31292,29109,42487,27287,7025,13000,-1822,-3822
28-Nov-22 48,31015,28832,41733,26533,7779,13000,-2299,-4299
05-Dec-22 49,31023,28837,42611,27411,6901,13000,-1426,-3426
12-Dec-22 50,30633,28446,42300,27100,7212,13000,-1347,-3347
19-Dec-22 51,29318,27132,42171,26971,7341,13000,-161,-2161
26-Dec-22 52,26867,24680,39222,24022,10290,13000,-659,-2659
02-Jan-23 1,28588,26066,40372,25172,9140,13000,-895,-2895
09-Jan-23 2,29704,27670,41595,26395,7917,13000,-1275,-3275
16-Jan-23 3,30496,28461,41958,26758,7554,13000,-1704,-3704
23-Jan-23 4,30174,28139,41980,26780,7532,13000,-1360,-3360
30-Jan-23 5,30383,28349,41415,26215,8097,13000,-2134,-4134
06-Feb-23 6,30997,29208,41987,26787,7525,13000,-2421,-4421
13-Feb-23 7,30835,29045,41787,26587,7725,13000,-2459,-4459
20-Feb-23 8,30909,29119,42579,27379,6933,13000,-1741,-3741
27-Feb-23 9,30721,29153,42522,27322,6990,13000,-1831,-3831
06-Mar-23 10,31153,29585,43341,28141,6171,13000,-1444,-3444
13-Mar-23 11,30805,29237,43357,28157,6155,13000,-1081,-3081
20-Mar-23 12,31014,29366,43317,28117,6195,13000,-1250,-3250
27-Mar-23 13,30853,29206,43317,28117,6195,13000,-1089,-3089
03-Apr-23 14,32213,30573,44375,29175,5137,13000,-1398,-3398
10-Apr-23 15,32486,30846,44725,29525,4787,13000,-1322,-3322
17-Apr-23 16,32977,31338,44911,29711,4601,13000,-1627,-3627
24-Apr-23 17,33661,32021,45486,30286,4026,13000,-1736,-3736
01-May-23 18,33850,32419,46203,31003,3309,13000,-1417,-3417
08-May-23 19,34781,33349,46843,31643,2669,13000,-1707,-3707
15-May-23 20,34953,33522,47298,32098,2214,13000,-1425,-3425
22-May-23 21,35280,33849,47498,32298,2014,13000,-1551,-3551
