"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-13200 MW),(-15200 MW)
02-Aug-21 31,32955,31625,46067,32867,3523,11000,1241,-759
09-Aug-21 32,32122,30777,44870,31670,4720,11000,892,-1108
16-Aug-21 33,32319,30873,44673,31473,4917,11000,600,-1400
23-Aug-21 34,31567,30120,44185,30985,5405,11000,864,-1136
30-Aug-21 35,32207,30703,44760,31560,4830,11000,857,-1143
06-Sep-21 36,31960,30455,43931,30731,5659,11000,275,-1725
13-Sep-21 37,31535,30031,44423,31223,5167,11000,1192,-808
20-Sep-21 38,31114,29609,43593,30393,5997,11000,783,-1217
27-Sep-21 39,31146,29641,43651,30451,5939,11000,809,-1191
04-Oct-21 40,31490,29615,44019,30819,5571,11000,1204,-796
11-Oct-21 41,31084,29243,43169,29969,6421,11000,726,-1274
18-Oct-21 42,31210,29335,43924,30724,5666,11000,1388,-612
25-Oct-21 43,30909,29084,43798,30598,5792,11000,1514,-486
01-Nov-21 44,31194,29066,42961,29761,6629,11000,695,-1305
08-Nov-21 45,31167,29038,42763,29563,6827,11000,524,-1476
15-Nov-21 46,31281,29153,44531,31331,5059,11000,2178,178
22-Nov-21 47,31139,29010,44254,31054,5336,11000,2043,43
29-Nov-21 48,30786,28674,44342,31142,5248,11000,2467,467
06-Dec-21 49,30908,28807,44237,31037,5353,11000,2230,230
13-Dec-21 50,30078,27977,42719,29519,6871,11000,1541,-459
20-Dec-21 51,28684,26583,42529,29329,7061,11000,2745,745
27-Dec-21 52,27041,24940,44074,30874,5516,11000,5934,3934
03-Jan-22 1,29054,26537,43547,30347,6043,11000,3810,1810
10-Jan-22 2,29675,27479,42162,28962,7428,11000,1483,-517
17-Jan-22 3,30014,27818,42081,28881,7509,11000,1063,-937
24-Jan-22 4,30149,27953,41933,28733,7657,11000,780,-1220
31-Jan-22 5,30660,28504,43197,29997,6393,11000,1492,-508
07-Feb-22 6,31070,28914,43230,30030,6360,11000,1116,-884
14-Feb-22 7,31222,29066,43551,30351,6039,11000,1285,-715
21-Feb-22 8,31028,28872,42418,29218,7172,11000,346,-1654
28-Feb-22 9,31137,29264,42992,29792,6598,11000,527,-1473
07-Mar-22 10,31398,29525,44197,30997,5393,11000,1472,-528
14-Mar-22 11,31249,29375,43317,30117,6273,11000,741,-1259
21-Mar-22 12,31216,29161,43648,30448,5942,11000,1286,-714
28-Mar-22 13,31470,29415,43901,30701,5689,11000,1286,-714
04-Apr-22 14,31552,30175,44580,31380,5010,11000,1205,-795
11-Apr-22 15,31814,30437,44367,31167,5223,11000,730,-1270
18-Apr-22 16,32020,30642,44502,31302,5088,11000,659,-1341
25-Apr-22 17,32052,30674,44502,31302,5088,11000,627,-1373
02-May-22 18,32553,31122,44981,31781,4609,11000,659,-1341
09-May-22 19,33309,31878,45746,32546,3844,11000,667,-1333
16-May-22 20,33997,32566,46676,33476,2914,11000,909,-1091
23-May-22 21,33899,32468,46676,33476,2914,11000,1008,-992
30-May-22 22,35359,33928,47144,33944,2446,11000,16,-1984
06-Jun-22 23,34352,32786,45829,32629,3761,11000,-157,-2157
13-Jun-22 24,34186,32620,45960,32760,3630,11000,140,-1860
20-Jun-22 25,34427,32861,45873,32673,3717,11000,-188,-2188
27-Jun-22 26,34450,32884,46168,32968,3422,11000,83,-1917
04-Jul-22 27,34574,33000,46891,33691,2699,11000,690,-1310
11-Jul-22 28,34644,33071,46183,32983,3407,11000,-88,-2088
18-Jul-22 29,35023,33450,46183,32983,3407,11000,-467,-2467
25-Jul-22 30,34323,32750,45708,32508,3882,11000,-242,-2242
01-Aug-22 31,33659,31924,45286,32086,4304,11000,161,-1839
08-Aug-22 32,33208,31474,44602,31402,4988,11000,-72,-2072
