"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-13200 MW),(-15200 MW)
16-Aug-21 33,33343,31450,44940,31740,4650,11000,289,-1711
23-Aug-21 34,31673,30499,43743,30543,5847,11000,44,-1956
30-Aug-21 35,32207,30703,44357,31157,5233,11000,454,-1546
06-Sep-21 36,31960,30455,43138,29938,6452,11000,-518,-2518
13-Sep-21 37,31535,30031,43021,29821,6569,11000,-210,-2210
20-Sep-21 38,31114,29609,43086,29886,6504,11000,276,-1724
27-Sep-21 39,31587,30083,43121,29921,6469,11000,-162,-2162
04-Oct-21 40,31490,29615,42896,29696,6694,11000,81,-1919
11-Oct-21 41,31084,29243,42766,29566,6824,11000,323,-1677
18-Oct-21 42,31210,29335,42674,29474,6916,11000,138,-1862
25-Oct-21 43,30909,29084,42653,29453,6937,11000,369,-1631
01-Nov-21 44,31158,29030,43016,29816,6574,11000,786,-1214
08-Nov-21 45,31167,29038,42818,29618,6772,11000,579,-1421
15-Nov-21 46,31281,29153,43416,30216,6174,11000,1063,-937
22-Nov-21 47,31139,29010,42949,29749,6641,11000,738,-1262
29-Nov-21 48,30786,28674,43622,30422,5968,11000,1747,-253
06-Dec-21 49,30908,28807,42942,29742,6648,11000,935,-1065
13-Dec-21 50,30078,27977,41999,28799,7591,11000,821,-1179
20-Dec-21 51,28684,26583,42194,28994,7396,11000,2410,410
27-Dec-21 52,27041,24940,43164,29964,6426,11000,5024,3024
03-Jan-22 1,29054,26537,42637,29437,6953,11000,2900,900
10-Jan-22 2,29675,27479,41252,28052,8338,11000,573,-1427
17-Jan-22 3,30014,27818,41171,27971,8419,11000,153,-1847
24-Jan-22 4,30149,27953,41023,27823,8567,11000,-130,-2130
31-Jan-22 5,30660,28504,42287,29087,7303,11000,582,-1418
07-Feb-22 6,31070,28914,42510,29310,7080,11000,396,-1604
14-Feb-22 7,31222,29066,42831,29631,6759,11000,565,-1435
21-Feb-22 8,31028,28872,42367,29167,7223,11000,295,-1705
28-Feb-22 9,31137,29264,42272,29072,7318,11000,-193,-2193
07-Mar-22 10,31398,29525,43477,30277,6113,11000,752,-1248
14-Mar-22 11,31249,29375,43317,30117,6273,11000,741,-1259
21-Mar-22 12,31216,29161,43648,30448,5942,11000,1286,-714
28-Mar-22 13,31470,29415,43901,30701,5689,11000,1286,-714
04-Apr-22 14,31552,30175,43860,30660,5730,11000,485,-1515
11-Apr-22 15,31814,30437,43647,30447,5943,11000,10,-1990
18-Apr-22 16,32020,30642,43782,30582,5808,11000,-61,-2061
25-Apr-22 17,32052,30674,43782,30582,5808,11000,-93,-2093
02-May-22 18,32553,31122,44167,30967,5423,11000,-155,-2155
09-May-22 19,33309,31878,45026,31826,4564,11000,-53,-2053
16-May-22 20,33997,32566,45956,32756,3634,11000,189,-1811
23-May-22 21,33899,32468,45956,32756,3634,11000,288,-1712
30-May-22 22,35359,33928,46424,33224,3166,11000,-704,-2704
06-Jun-22 23,34352,32786,45109,31909,4481,11000,-877,-2877
13-Jun-22 24,34186,32620,45240,32040,4350,11000,-580,-2580
20-Jun-22 25,34427,32861,45153,31953,4437,11000,-908,-2908
27-Jun-22 26,34450,32884,45448,32248,4142,11000,-637,-2637
04-Jul-22 27,34574,33000,46171,32971,3419,11000,-30,-2030
11-Jul-22 28,34644,33071,45463,32263,4127,11000,-808,-2808
18-Jul-22 29,35023,33450,45463,32263,4127,11000,-1187,-3187
25-Jul-22 30,34323,32750,44988,31788,4602,11000,-962,-2962
01-Aug-22 31,33659,31924,44566,31366,5024,11000,-559,-2559
08-Aug-22 32,33208,31474,43882,30682,5708,11000,-792,-2792
15-Aug-22 33,33381,31647,44619,31419,4971,11000,-229,-2229
22-Aug-22 34,33048,31323,44619,31419,4971,11000,96,-1904
