"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-14200 MW),(-16200 MW)
11-Apr-22 15,30995,29815,43988,29788,5524,12000,-27,-2027
18-Apr-22 16,30598,29425,43093,28893,6419,12000,-533,-2533
25-Apr-22 17,30983,29690,43290,29090,6222,12000,-601,-2601
02-May-22 18,31774,30435,44913,30713,4599,12000,278,-1722
09-May-22 19,32204,30865,45338,31138,4174,12000,272,-1728
16-May-22 20,32686,31347,45998,31798,3514,12000,451,-1549
23-May-22 21,33244,31905,45998,31798,3514,12000,-107,-2107
30-May-22 22,34254,32915,46904,32704,2608,12000,-211,-2211
06-Jun-22 23,33751,32237,45044,30844,4468,12000,-1394,-3394
13-Jun-22 24,33663,32149,45482,31282,4030,12000,-868,-2868
20-Jun-22 25,33577,32063,46057,31857,3455,12000,-206,-2206
27-Jun-22 26,33242,31727,45911,31711,3601,12000,-17,-2017
04-Jul-22 27,33702,32129,46088,31888,3424,12000,-241,-2241
11-Jul-22 28,34644,33071,46031,31831,3481,12000,-1240,-3240
18-Jul-22 29,35023,33450,46274,32074,3238,12000,-1376,-3376
25-Jul-22 30,34323,32750,46464,32264,3048,12000,-486,-2486
01-Aug-22 31,33489,31924,45186,30986,4326,12000,-939,-2939
08-Aug-22 32,33039,31474,44445,30245,5067,12000,-1229,-3229
15-Aug-22 33,33212,31647,44446,30246,5066,12000,-1402,-3402
22-Aug-22 34,32861,31323,44783,30583,4729,12000,-740,-2740
29-Aug-22 35,32397,30878,44032,29832,5480,12000,-1047,-3047
05-Sep-22 36,32729,30641,44092,28892,5420,13000,-1750,-3750
12-Sep-22 37,32971,30883,43764,28564,5748,13000,-2319,-4319
19-Sep-22 38,32359,30272,43327,28127,6185,13000,-2145,-4145
26-Sep-22 39,32080,29992,42757,27557,6755,13000,-2435,-4435
03-Oct-22 40,32414,30308,43624,28424,5888,13000,-1884,-3884
10-Oct-22 41,31774,29809,43292,28092,6220,13000,-1718,-3718
17-Oct-22 42,32028,30038,43892,28692,5620,13000,-1346,-3346
24-Oct-22 43,31415,29451,43356,28156,6156,13000,-1295,-3295
31-Oct-22 44,31472,29346,42445,27245,7067,13000,-2102,-4102
07-Nov-22 45,31872,29689,42705,27505,6807,13000,-2184,-4184
14-Nov-22 46,31613,29430,42324,27124,7188,13000,-2307,-4307
21-Nov-22 47,31292,29109,42170,26970,7342,13000,-2139,-4139
28-Nov-22 48,31015,28832,41517,26317,7995,13000,-2515,-4515
05-Dec-22 49,31023,28837,43132,27932,6380,13000,-905,-2905
12-Dec-22 50,30633,28446,42119,26919,7393,13000,-1528,-3528
19-Dec-22 51,29318,27132,40584,25384,8928,13000,-1748,-3748
26-Dec-22 52,26867,24680,40664,25464,8848,13000,783,-1217
02-Jan-23 1,28588,26066,40664,26464,8848,12000,397,-1603
09-Jan-23 2,29704,27670,41129,26929,8383,12000,-741,-2741
16-Jan-23 3,30496,28461,41102,26902,8410,12000,-1560,-3560
23-Jan-23 4,30174,28139,41127,26927,8385,12000,-1213,-3213
30-Jan-23 5,30383,28349,40987,26787,8525,12000,-1562,-3562
06-Feb-23 6,30997,29208,41520,27320,7992,12000,-1888,-3888
13-Feb-23 7,30835,29045,41520,27320,7992,12000,-1726,-3726
20-Feb-23 8,30909,29119,42312,28112,7200,12000,-1008,-3008
27-Feb-23 9,30721,29153,42659,28459,6853,12000,-694,-2694
06-Mar-23 10,31153,29585,43088,28888,6424,12000,-697,-2697
13-Mar-23 11,30805,29237,42424,28224,7088,12000,-1014,-3014
20-Mar-23 12,31014,29366,42289,28089,7223,12000,-1278,-3278
27-Mar-23 13,30853,29206,42864,28664,6648,12000,-542,-2542
03-Apr-23 14,31950,30573,40963,26763,8549,12000,-3810,-5810
10-Apr-23 15,32224,30846,39122,24922,10390,12000,-5925,-7925
17-Apr-23 16,32715,31338,40528,26328,8984,12000,-5010,-7010
