"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-13200 MW),(-15200 MW)
30-Aug-21 35,32347,30806,43487,30287,6103,11000,-519,-2519
06-Sep-21 36,31975,30423,44196,30996,5394,11000,572,-1428
13-Sep-21 37,31769,30264,43513,29313,6077,12000,-952,-2952
20-Sep-21 38,31348,29844,43276,29076,6314,12000,-768,-2768
27-Sep-21 39,31587,30083,43951,29751,5639,12000,-332,-2332
04-Oct-21 40,31490,29615,43596,29396,5994,12000,-219,-2219
11-Oct-21 41,31463,29638,43596,29396,5994,12000,-242,-2242
18-Oct-21 42,31078,29253,42921,28721,6669,12000,-533,-2533
25-Oct-21 43,30965,29140,42893,28693,6697,12000,-448,-2448
01-Nov-21 44,31007,28879,43806,29606,5784,12000,727,-1273
08-Nov-21 45,31060,28932,43648,29448,5942,12000,516,-1484
15-Nov-21 46,30776,28647,43031,28831,6559,12000,183,-1817
22-Nov-21 47,30962,28834,43139,28939,6451,12000,105,-1895
29-Nov-21 48,30786,28674,43327,29127,6263,12000,452,-1548
06-Dec-21 49,30908,28807,43307,29107,6283,12000,300,-1700
13-Dec-21 50,30078,27977,42364,28164,7226,12000,186,-1814
20-Dec-21 51,28684,26583,42559,28359,7031,12000,1775,-225
27-Dec-21 52,27041,24940,43529,29329,6061,12000,4389,2389
03-Jan-22 1,29054,26537,42152,27952,7438,12000,1415,-585
10-Jan-22 2,29675,27479,41617,27417,7973,12000,-62,-2062
17-Jan-22 3,30014,27818,41536,27336,8054,12000,-482,-2482
24-Jan-22 4,30149,27953,41388,27188,8202,12000,-765,-2765
31-Jan-22 5,30660,28504,42652,28452,6938,12000,-53,-2053
07-Feb-22 6,31070,28914,42875,28675,6715,12000,-239,-2239
14-Feb-22 7,31222,29066,43836,29636,5754,12000,570,-1430
21-Feb-22 8,31028,28872,43372,29172,6218,12000,300,-1700
28-Feb-22 9,31137,29264,42637,28437,6953,12000,-828,-2828
07-Mar-22 10,31398,29525,43667,29467,5923,12000,-58,-2058
14-Mar-22 11,31249,29375,43697,29497,5893,12000,121,-1879
21-Mar-22 12,31216,29161,44028,29828,5562,12000,666,-1334
28-Mar-22 13,31470,29415,44281,30081,5309,12000,666,-1334
04-Apr-22 14,31552,30175,43875,29675,5715,12000,-500,-2500
11-Apr-22 15,31814,30437,43662,30462,5928,11000,25,-1975
18-Apr-22 16,32020,30642,43797,30597,5793,11000,-46,-2046
25-Apr-22 17,32052,30674,43797,30597,5793,11000,-78,-2078
02-May-22 18,32553,31122,44182,30982,5408,11000,-140,-2140
09-May-22 19,33309,31878,44851,31651,4739,11000,-228,-2228
16-May-22 20,33997,32566,45781,32581,3809,11000,14,-1986
23-May-22 21,33899,32468,45781,32581,3809,11000,113,-1887
30-May-22 22,35359,33928,46249,33049,3341,11000,-879,-2879
06-Jun-22 23,34352,32786,45124,31924,4466,11000,-862,-2862
13-Jun-22 24,34186,32620,45255,32055,4335,11000,-565,-2565
20-Jun-22 25,34427,32861,45168,31968,4422,11000,-893,-2893
27-Jun-22 26,34450,32884,45463,32263,4127,11000,-622,-2622
04-Jul-22 27,34574,33000,46361,33161,3229,11000,160,-1840
11-Jul-22 28,34644,33071,45653,32453,3937,11000,-618,-2618
18-Jul-22 29,35023,33450,45463,32263,4127,11000,-1187,-3187
25-Jul-22 30,34323,32750,44988,31788,4602,11000,-962,-2962
01-Aug-22 31,33469,31924,44376,31176,5214,11000,-749,-2749
08-Aug-22 32,33018,31474,43692,30492,5898,11000,-982,-2982
15-Aug-22 33,33191,31647,44429,31229,5161,11000,-419,-2419
22-Aug-22 34,32840,31323,44429,31229,5161,11000,-94,-2094
29-Aug-22 35,32383,30878,44401,31201,5189,11000,322,-1678
05-Sep-22 36,32427,30641,43961,30761,5629,11000,119,-1881
