"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-14200 MW),(-16200 MW)
23-May-22 21,33430,32450,46486,32286,3026,12000,-164,-2164
30-May-22 22,34214,32739,46946,32746,2566,12000,6,-1994
06-Jun-22 23,33548,32034,45875,31675,3637,12000,-360,-2360
13-Jun-22 24,33089,31575,45524,31324,3988,12000,-251,-2251
20-Jun-22 25,33388,31874,45672,31472,3840,12000,-402,-2402
27-Jun-22 26,33025,31511,44766,30566,4746,12000,-945,-2945
04-Jul-22 27,33205,31632,45393,31193,4119,12000,-439,-2439
11-Jul-22 28,33350,31777,46031,31831,3481,12000,53,-1947
18-Jul-22 29,33925,32352,46624,32424,2888,12000,72,-1928
25-Jul-22 30,33926,32352,45368,31168,4144,12000,-1185,-3185
01-Aug-22 31,32989,31424,45368,31168,4144,12000,-256,-2256
08-Aug-22 32,32610,31045,44605,30405,4907,12000,-641,-2641
15-Aug-22 33,32562,30997,44446,30246,5066,12000,-751,-2751
22-Aug-22 34,32861,31323,44783,30583,4729,12000,-740,-2740
29-Aug-22 35,32397,30878,44063,29863,5449,12000,-1016,-3016
05-Sep-22 36,32729,30641,43933,28733,5579,13000,-1909,-3909
12-Sep-22 37,32971,30883,44250,29050,5262,13000,-1833,-3833
19-Sep-22 38,32359,30272,43813,28613,5699,13000,-1659,-3659
26-Sep-22 39,32080,29992,43561,28361,5951,13000,-1631,-3631
03-Oct-22 40,32414,30308,43708,28508,5804,13000,-1800,-3800
10-Oct-22 41,31774,29809,42878,27678,6634,13000,-2132,-4132
17-Oct-22 42,32028,30038,43674,28474,5837,13000,-1564,-3564
24-Oct-22 43,31415,29451,42665,27465,6846,13000,-1985,-3985
31-Oct-22 44,31472,29346,42631,27431,6880,13000,-1915,-3915
07-Nov-22 45,31872,29689,42505,27305,7006,13000,-2384,-4384
14-Nov-22 46,31613,29430,42486,27286,7026,13000,-2144,-4144
21-Nov-22 47,31292,29109,42218,27018,7293,13000,-2091,-4091
28-Nov-22 48,31015,28832,41421,26221,8091,13000,-2611,-4611
05-Dec-22 49,31023,28837,42277,27077,7235,13000,-1760,-3760
12-Dec-22 50,30633,28446,42300,27100,7212,13000,-1347,-3347
19-Dec-22 51,29318,27132,42171,26971,7341,13000,-161,-2161
26-Dec-22 52,26867,24680,39292,24092,10220,13000,-589,-2589
02-Jan-23 1,28588,26066,40442,25242,9070,13000,-825,-2825
09-Jan-23 2,29704,27670,41665,26465,7847,13000,-1205,-3205
16-Jan-23 3,30496,28461,42028,26828,7484,13000,-1634,-3634
23-Jan-23 4,30174,28139,42050,26850,7462,13000,-1290,-3290
30-Jan-23 5,30383,28349,41485,26285,8027,13000,-2064,-4064
06-Feb-23 6,30997,29208,42057,26857,7455,13000,-2351,-4351
13-Feb-23 7,30835,29045,41857,26657,7655,13000,-2389,-4389
20-Feb-23 8,30909,29119,42649,27449,6863,13000,-1671,-3671
27-Feb-23 9,30721,29153,42592,27392,6920,13000,-1761,-3761
06-Mar-23 10,31153,29585,43411,28211,6101,13000,-1374,-3374
13-Mar-23 11,30805,29237,43427,28227,6085,13000,-1011,-3011
20-Mar-23 12,31014,29366,43387,28187,6125,13000,-1180,-3180
27-Mar-23 13,30853,29206,43387,28187,6125,13000,-1019,-3019
03-Apr-23 14,32228,30573,44375,30175,5137,12000,-398,-2398
10-Apr-23 15,32502,30846,44725,30525,4787,12000,-322,-2322
17-Apr-23 16,32993,31338,44911,30711,4601,12000,-627,-2627
24-Apr-23 17,33677,32021,45486,31286,4026,12000,-736,-2736
01-May-23 18,33850,32419,46203,32003,3309,12000,-417,-2417
08-May-23 19,34781,33349,46843,32643,2669,12000,-707,-2707
15-May-23 20,34953,33522,47418,33218,2094,12000,-305,-2305
22-May-23 21,35280,33849,47618,33418,1894,12000,-431,-2431
29-May-23 22,36098,34667,47561,33361,1951,12000,-1306,-3306
