"",MW,MW,MW,MW,MW,MW,MW,MW
Week Start Week,RSA,Residual,Available,Available,Planned,Unplanned,Planned,Likely Risk
"",Contracted,Forecast,Dispatchable,Capacity (Less,Maintenance,Outage,Risk Level,Senario
"",Forecast,,Capacity,OR and UA),,Assumption (UA),(-14200 MW),(-16200 MW)
29-Mar-21 13,30466,28870,42809,28609,5842,12000,-262,-2262
05-Apr-21 14,30455,29345,42831,29631,5820,11000,285,-1715
12-Apr-21 15,30080,28970,42431,29231,6220,11000,261,-1739
19-Apr-21 16,30393,29283,43639,30439,5012,11000,1155,-845
26-Apr-21 17,29992,28882,43586,30386,5065,11000,1504,-496
03-May-21 18,30874,29826,43158,29958,5493,11000,132,-1868
10-May-21 19,31200,30151,46750,33550,1901,11000,3398,1398
17-May-21 20,31537,30489,46395,33195,2256,11000,2706,706
24-May-21 21,32579,31531,46910,33710,1741,11000,2179,179
31-May-21 22,32038,30989,44668,31468,3983,11000,478,-1522
07-Jun-21 23,32493,31331,44713,31513,3938,11000,181,-1819
14-Jun-21 24,32135,30973,45335,32135,3316,11000,1161,-839
21-Jun-21 25,32760,31599,46065,32865,2586,11000,1266,-734
28-Jun-21 26,33884,32722,45920,32720,2731,11000,-2,-2002
05-Jul-21 27,33818,32613,45730,32530,2921,11000,-83,-2083
12-Jul-21 28,33818,32613,45730,32530,2921,11000,-83,-2083
19-Jul-21 29,34013,32808,46061,32861,2590,11000,53,-1947
26-Jul-21 30,33906,32701,45730,32530,2921,11000,-172,-2172
02-Aug-21 31,33119,31572,44560,31360,4091,11000,-213,-2213
09-Aug-21 32,32535,30988,44370,31170,4281,11000,181,-1819
16-Aug-21 33,32388,30841,44159,30959,4492,11000,117,-1883
23-Aug-21 34,31882,30335,43719,30519,4932,11000,184,-1816
30-Aug-21 35,32141,30594,43874,30674,4777,11000,79,-1921
06-Sep-21 36,31921,30317,43839,30639,4812,11000,321,-1679
13-Sep-21 37,31832,30228,43264,30064,5387,11000,-165,-2165
20-Sep-21 38,31721,30117,43264,30064,5387,11000,-53,-2053
27-Sep-21 39,31498,29895,43059,29859,5592,11000,-36,-2036
04-Oct-21 40,32009,30007,42964,29764,5687,11000,-244,-2244
11-Oct-21 41,31732,29782,42834,29634,5817,11000,-148,-2148
18-Oct-21 42,31714,29763,42834,29634,5817,11000,-130,-2130
25-Oct-21 43,31525,29575,43062,29862,5589,11000,287,-1713
01-Nov-21 44,31435,29066,42028,28828,6623,11000,-238,-2238
08-Nov-21 45,31408,29038,42524,29324,6127,11000,285,-1715
15-Nov-21 46,31522,29153,42020,28820,6631,11000,-333,-2333
22-Nov-21 47,31379,29010,41405,28205,7246,11000,-806,-2806
29-Nov-21 48,31027,28674,41864,28664,6787,11000,-11,-2011
06-Dec-21 49,31147,28807,41887,28687,6764,11000,-120,-2120
13-Dec-21 50,30318,27977,41239,28039,7412,11000,61,-1939
20-Dec-21 51,28924,26583,40574,27374,8077,11000,790,-1210
27-Dec-21 52,27280,24940,40696,27496,7955,11000,2556,556
03-Jan-22 1,29396,26817,40491,27291,8160,11000,474,-1526
10-Jan-22 2,30101,27824,40834,27634,7817,11000,-191,-2191
17-Jan-22 3,30279,28002,40503,27303,8148,11000,-700,-2700
24-Jan-22 4,30216,27940,42741,29541,5910,11000,1601,-399
31-Jan-22 5,31053,28896,41987,28787,6664,11000,-110,-2110
07-Feb-22 6,31542,29386,42792,29592,5859,11000,206,-1794
14-Feb-22 7,31517,29361,43123,29923,5528,11000,562,-1438
21-Feb-22 8,31330,29174,43267,30067,5384,11000,893,-1107
28-Feb-22 9,31272,29375,43381,30181,5270,11000,806,-1194
07-Mar-22 10,31516,29725,43906,30706,4745,11000,981,-1019
14-Mar-22 11,31283,29492,43906,30706,4745,11000,1213,-787
21-Mar-22 12,30987,29161,43435,30235,5216,11000,1073,-927
28-Mar-22 13,31240,29415,44146,30946,4505,11000,1531,-469
04-Apr-22 14,31778,30416,44243,31043,4408,11000,627,-1373
